crypt	a room below the ground, often beneath a church	The old church had a crypt beneath the floor where kings were once buried.
cuisine	a style of cooking from a certain place	Japanese cuisine includes sushi, ramen, and many fresh veggies.
cupboard	a piece of furniture with doors, used to store things	She opened the cupboard and found a box of her favorite crackers.
curfew	a time when people must be indoors	The camp had a curfew—everyone had to be in their cabins by nine o'clock.
cursory	done quickly without much attention to detail	He gave the homework a cursory glance before stuffing it in his bag.
curtsy	a polite bow made by bending the knees	The girl gave a curtsy after her dance performance on stage.
cyclone	a powerful spinning storm with strong winds	The cyclone whipped through the coast, bending trees and tossing boats ashore.
dale	a wide valley	Sheep grazed peacefully in the green dale between the rolling hills.
dapper	dressed neatly and looking stylish	The dapper gentleman wore a crisp suit and a matching bow tie.
dapple	patches of color or light	Dappled sunlight fell through the leaves and made patterns on the forest floor.
daze	a state of confusion or surprise	After spinning around ten times, she walked in a daze and nearly bumped into a tree.
decanter	an elegant glass bottle with a stopper, used to hold and pour a drink	The waiter poured water from a crystal decanter into each guest's glass.
decibel	a unit used to measure how loud a sound is	A rock concert can reach over 100 decibels—loud enough to hurt your ears.
deft	skillful and quick with the hands	The deft magician shuffled the cards so fast nobody could follow them.
dehydrate	to lose water or dry out	If you don't drink enough water on a hot day, your body can dehydrate.
denture	a set of false teeth	Grandpa put his dentures in a glass of water beside his bed every night.
devour	to eat something quickly and hungrily	The hungry puppy devoured the bowl of food in less than a minute.
dime	a small U.S. coin worth ten cents	He found a shiny dime on the sidewalk and put it in his pocket.
din	a loud, unpleasant noise that goes on and on	The din of the construction site made it hard to hear each other talk.
dishevel	to make hair or clothing messy and untidy	The strong wind disheveled her hair until it stuck out in every direction.
disrepute	a bad reputation	The restaurant fell into disrepute after customers found bugs in their soup.
dissect	to cut apart with care to study the inside	In science class, they dissected a flower to see all its tiny parts.
distraught	very upset and worried	She was distraught when she could not find her lost kitten anywhere.
ditto	the same thing again; used to avoid repeating	'I love pizza!' said Tom. 'Ditto!' agreed his brother.
divulge	to tell a secret	She promised never to divulge where they had hidden the birthday present.
nautical	about ships, sailors, and the sea	The captain used a nautical map to guide the ship safely through the rocky coast.
